$VNWRG,06,14,1*44
$VNWRG,07,50,1*45
$VNWRG,05,115200,1*45
$VNYMR,-164.278,-000.082,-000.096,-00.1544,+00.0508,+00.4434,-00.014,+00.041,-09.937,-00.000289,+00.000465,+00.000415*6D
$VNYMR,-164.278,-000.082,-000.099,-00.1544,+00.0497,+00.4411,+00.007,-00.006,-09.962,-00.001035,+00.000501,-00.000565*64
$VNYMR,-164.277,-000.082,-000.100,-00.1554,+00.0508,+00.4435,-00.007,-00.002,-09.927,-00.000177,+00.000484,+00.001146*61
$VNYMR,-164.277,-000.082,-000.099,-00.1564,+00.0498,+00.4412,-00.021,+00.009,-09.975,-00.000104,-00.000564,+00.000261*6A
$VNYMR,-164.277,-000.082,-000.098,-00.1554,+00.0498,+00.4434,-00.022,+00.034,-09.942,-00.000031,+00.000500,+00.000903*69
$VNYMR,-164.276,-000.081,-000.099,-00.1544,+00.0476,+00.4422,-00.009,+00.031,-09.959,-00.000395,+00.000459,-00.000251*60
$VNYMR,-164.276,-000.081,-000.099,-00.1585,+00.0508,+00.4390,-00.005,+00.015,-09.951,-00.000423,+00.000380,-00.000304*61
$VNYMR,-164.275,-000.081,-000.098,-00.1544,+00.0497,+00.4422,-00.007,-00.019,-09.940,+00.000039,-00.000219,-00.000074*65
$VNYMR,-164.275,-000.081,-000.098,-00.1554,+00.0466,+00.4434,-00.023,+00.015,-09.948,+00.000053,+00.000214,-00.000731*68
$VNYMR,-164.274,-000.081,-000.098,-00.1534,+00.0497,+00.4434,-00.039,+00.014,-09.944,-00.000055,+00.000222,-00.001605*65
$VNYMR,-164.275,-000.081,-000.097,-00.1523,+00.0518,+00.4422,-00.016,+00.034,-09.945,+00.000041,+00.000239,+00.000353*6A
$VNYMR,-164.272,-000.080,-000.096,-00.1544,+00.0487,+00.4445,+00.015,+00.022,-09.947,+00.000750,+00.000482,+00.000588*6B
$VNYMR,-164.270,-000.081,-000.096,-00.1554,+00.0497,+00.4423,+00.003,-00.008,-09.942,+00.001163,-00.000501,+00.000697*62
$VNYMR,-164.271,-000.081,-000.095,-00.1554,+00.0497,+00.4423,-00.018,+00.024,-09.946,+00.000651,-00.000529,-00.000031*61
$VNYMR,-164.269,-000.081,-000.094,-00.1544,+00.0476,+00.4434,-00.028,-00.007,-09.927,-00.000138,+00.000414,-00.000550*67
$VNYMR,-164.269,-000.080,-000.094,-00.1534,+00.0497,+00.4434,-00.034,+00.022,-09.962,+00.000837,+00.000153,+00.000004*67
$VNYMR,-164.269,-000.080,-000.094,-00.1554,+00.0476,+00.4400,-00.005,+00.025,-09.985,-00.000143,+00.000107,+00.001002*6F
$VNYMR,-164.269,-000.079,-000.095,-00.1544,+00.0476,+00.4468,+00.003,-00.002,-09.973,-00.000062,+00.000088,-00.000219*66
$VNYMR,-164.268,-000.079,-000.094,-00.1544,+00.0508,+00.4423,-00.007,+00.011,-09.933,+00.000295,+00.000348,-00.000374*6A
$VNYMR,-164.269,-000.079,-000.094,-00.1554,+00.0508,+00.4423,-00.030,+00.020,-09.961,+00.000332,+00.000489,-00.000996*6B
$VNYMR,-164.268,-000.080,-000.094,-00.1513,+00.0497,+00.4398,-00.056,+00.026,-09.947,+00.000325,-00.000334,-00.000724*6B
$VNYMR,-164.269,-000.080,-000.095,-00.1534,+00.0476,+00.4422,-00.005,+00.025,-09.958,+00.000014,+00.000257,-00.000514*6E
$VNYMR,-164.269,-000.080,-000.094,-00.1534,+00.0487,+00.4445,+00.022,+00.001,-09.914,+00.000043,-00.000010,+00.000348*61
$VNYMR,-164.268,-000.081,-000.095,-00.1565,+00.0466,+00.4434,+00.019,+00.033,-09.949,-00.000192,-00.001402,+00.000701*68
$VNYMR,-164.270,-000.081,-000.095,-00.1544,+00.0487,+00.4411,-00.026,+00.006,-09.931,-00.000486,+00.000595,-00.000682*6D
$VNYMR,-164.270,-000.081,-000.095,-00.1564,+00.0487,+00.4423,-00.034,+00.028,-09.925,+00.000636,-00.001736,+00.000470*6E
$VNYMR,-164.269,-000.080,-000.096,-00.1544,+00.0487,+00.4422,-00.011,-00.004,-09.952,+00.000520,-00.000459,+00.000363*62
$VNYMR,-164.267,-000.081,-000.096,-00.1533,+00.0518,+00.4434,+00.003,+00.017,-09.961,-00.000042,+00.001400,+00.000736*64
$VNYMR,-164.268,-000.081,-000.096,-00.1544,+00.0476,+00.4434,+00.014,-00.012,-09.936,-00.000688,+00.000085,+00.000985*6B
$VNYMR,-164.270,-000.083,-000.096,-00.1544,+00.0487,+00.4434,-00.013,+00.030,-09.965,-00.000472,-00.001176,-00.000866*68
$VNYMR,-164.270,-000.082,-000.097,-00.1544,+00.0497,+00.4423,-00.061,+00.017,-09.953,-00.000428,+00.001499,-00.000196*61
$VNYMR,-164.272,-000.082,-000.096,-00.1544,+00.0487,+00.4422,-00.041,+00.028,-09.961,+00.000819,+00.000310,-00.000785*66
$VNYMR,-164.273,-000.083,-000.098,-00.1534,+00.0497,+00.4399,+00.002,+00.020,-09.988,+00.000471,+00.000017,+00.000367*6F
$VNYMR,-164.274,-000.083,-000.098,-00.1564,+00.0487,+00.4435,-00.006,+00.002,-09.957,+00.001340,+00.000565,-00.000667*6A
$VNYMR,-164.274,-000.083,-000.098,-00.1534,+00.0476,+00.4433,-00.012,-00.004,-09.940,+00.000515,+00.001921,+00.000306*6A
$VNYMR,-164.273,-000.082,-000.098,-00.1544,+00.0497,+00.4411,-00.046,+00.026,-09.948,+00.000003,-00.000957,+00.000478*61
$VNYMR,-164.273,-000.083,-000.098,-00.1554,+00.0497,+00.4411,-00.028,+00.029,-09.938,-00.000022,+00.000853,-00.000991*6B
$VNYMR,-164.274,-000.083,-000.097,-00.1544,+00.0455,+00.4434,+00.011,+00.025,-09.995,+00.000197,-00.000900,-00.000549*6D
$VNYMR,-164.274,-000.083,-000.097,-00.1554,+00.0497,+00.4423,+00.002,+00.024,-09.956,+00.001431,-00.000392,-00.000238*60
$VNYMR,-164.273,-000.083,-000.098,-00.1544,+00.0518,+00.4423,-00.010,+00.011,-09.967,+00.000536,-00.001283,+00.000027*63
