
Project:     session
Program:     Inertial Explorer Version 8.70.6912
Profile:     Mapper Localization Output
Source:      GNSS/INS Epochs(Smoothed TC Combined)
SolFile:      C:\Users\mapper.ai\Desktop\paccar_dual_lidar_collect_20190410\session.cts
ProcessInfo: session by Unknown on 4/11/2019 at 11:34:22

Datum:       WGS84
Master 1:    Name P221, Status ENABLED
             Antenna height 0.008 m, to ARP [TRM59800.00(SCIT)]
             Lat, Lon, El Hgt 37 20 13.03169, -122 05 56.59197, 155.301 m [WGS84, 2019.274]
Remote:      Antenna height 0.000 m, to L1PC [Generic(NONE)]
IMU to GNSS Antenna Lever Arms:
             x=0.880, y=-0.440, z=2.610 m (x-right, y-fwd, z-up)
Body to Sensor Rotations:
             xRot=0.000, yRot=90.000, zRot=180.000 degrees (Rotate IMU into Vehicle Frame)
IMU->Secondary Sensor Lever Arms: 
            x=0.000, y=-2.410, z=-1.380 m (x-right, y-fwd, z-up, IMU->SENSOR)
UTC Offset:  18 s
Geoid:       GEOID12B(CONUS).wpg [NAVD88] (Absolute correction)

Map projection Info:
  UTM Zone:    10

AccBdyX AccBdyY AccBdyZ VelBdyX VelBdyY VelBdyZ        Heading          Pitch           Roll         Easting        Northing        H-Ell       UTCTime   Undulation        H-MSL
(m/s^2) (m/s^2) (m/s^2)   (m/s)   (m/s)   (m/s)          (deg)          (deg)          (deg)             (m)             (m)          (m)         (sec)          (m)          (m)
 -0.175  -0.736  -0.238   0.075  23.675  -0.085 -73.8131676707   0.3656387465 000.2807779675 594708.40043165 4136954.8504083      -21.572 1554925486.00      -32.658       11.086
  0.006  -0.890   0.005   0.018  23.201  -0.059 -73.6869450684   0.3171206804 000.0091100289 594685.82744447 4136961.2157977      -21.508 1554925487.00      -32.658       11.150
 -0.180  -0.321   0.002   0.048  22.618  -0.094 -73.6779209831   0.2876706498 000.0469080547 594663.85176022 4136967.4381176      -21.460 1554925488.00      -32.658       11.198
 -0.574  -0.375   0.173   0.064  22.274  -0.091 -73.9504426288   0.4061640514 -00.3904077120 594642.26779086 4136973.5077187      -21.414 1554925489.00      -32.658       11.244
 -0.060  -0.114  -0.637   0.009  21.959  -0.048 -74.0150493498   0.2288679913 -00.2795862153 594620.93558045 4136979.4032482      -21.351 1554925490.00      -32.658       11.307
  0.062   0.053  -0.171   0.004  21.783  -0.067 -73.3330806045   0.2106880404 000.4765175391 594599.89010824 4136985.3118543      -21.353 1554925491.00      -32.658       11.305
 -0.050   0.119   0.167   0.129  21.706  -0.130 -73.5520192372   0.3093284544 000.8287204253 594579.02925472 4136991.3721011      -21.323 1554925492.00      -32.659       11.336
  0.600  -0.063   0.024   0.083  21.790  -0.121 -73.3792552732   0.3060625950 000.9047290064 594558.15793204 4136997.3863644      -21.316 1554925493.00      -32.659       11.342
  0.291  -0.129   0.638   0.067  21.921  -0.135 -73.2603608012   0.3778943138 001.2752550829 594537.18685620 4137003.4964565      -21.294 1554925494.00      -32.659       11.365
 -0.085  -0.045   0.971   0.169  22.024  -0.165 -73.4036231683   0.4408509163 001.5192033234 594516.12486740 4137009.6694238      -21.207 1554925495.00      -32.659       11.452
  1.054   0.399   0.079   0.158  22.167  -0.152 -73.6804362678   0.4109081419 001.4890657433 594494.92440253 4137015.8268119      -21.177 1554925496.00      -32.659       11.483
  0.528   0.094  -1.037   0.050  22.338  -0.107 -73.6823384877   0.0557201456 001.0761178717 594473.53907162 4137021.9390490      -21.172 1554925497.00      -32.659       11.488
  0.192   0.388   0.465   0.196  22.524  -0.179 -73.8631467791   0.2781251729 001.4984393329 594451.96625568 4137028.1037869      -21.213 1554925498.00      -32.659       11.447
 -0.203   0.169   0.014   0.111  22.663  -0.067 -74.0604161480   0.1507165480 000.7832963313 594430.22923368 4137034.2298701      -21.244 1554925499.00      -32.660       11.416
 -0.742  -0.399   1.065   0.218  22.821  -0.104 -74.5114198764   0.2936981658 001.6662586711 594408.30959745 4137040.3057904      -21.275 1554925500.00      -32.660       11.385
 -0.297  -0.028  -0.472   0.162  22.964  -0.141 -75.3381406790   0.1792727645 000.8989765101 594386.18419706 4137046.1686555      -21.312 1554925501.00      -32.660       11.348
 -0.102   0.428  -0.367   0.098  23.114  -0.049 -75.4602952809   0.1059685442 001.1209117121 594363.84760010 4137051.8516501      -21.391 1554925502.00      -32.660       11.269
 -1.223   0.761  -0.929   0.246  23.296  -0.184 -76.5867417653   0.1673323241 001.2207553375 594341.31386473 4137057.3933883      -21.469 1554925503.00      -32.660       11.191
  0.425   0.113  -1.684   0.009  23.358  -0.110 -76.3909792755   0.2248114501 001.0752068688 594318.59025768 4137062.7097063      -21.519 1554925504.00      -32.660       11.141
  0.113   0.147  -0.416   0.094  23.417  -0.067 -76.4288403266   0.3037363864 001.2073538546 594295.82130359 4137068.0642481      -21.602 1554925505.00      -32.660       11.059
 -0.364  -0.071   0.625   0.136  23.499  -0.128 -76.8859174076   0.3264541629 000.8608175210 594272.97928200 4137073.3826335      -21.659 1554925506.00      -32.661       11.002
  0.348   0.181  -0.730   0.018  23.566  -0.070 -76.6153953847   0.0786957532 000.3755394572 594250.02864869 4137078.5536032      -21.724 1554925507.00      -32.661       10.936
  0.488   0.797   0.296  -0.005  23.598  -0.143 -75.8895036949   0.2555162583 000.7000341045 594227.07448198 4137083.9444222      -21.778 1554925508.00      -32.661       10.883
  2.440   0.638   0.248   0.069  23.639  -0.138 -75.6954027826   0.0690299552 000.9972273128 594204.14366014 4137089.5357102      -21.848 1554925509.00      -32.661       10.813
 -0.414  -0.242  -0.441   0.147  23.669  -0.104 -75.9341371071  -0.0696430200 000.4254669995 594181.19118328 4137095.1778098      -21.927 1554925510.00      -32.661       10.734
 -0.249   0.235  -0.291   0.031  23.738  -0.110 -75.7868525763   0.1531115116 000.5479711057 594158.16175978 4137100.7804717      -22.006 1554925511.00      -32.661       10.655
  0.048  -0.112  -0.573   0.160  23.748  -0.042 -75.8351013522   0.1161328155 000.7324062199 594135.09597592 4137106.4287487      -22.052 1554925512.00      -32.661       10.610
 -2.196  -0.986   0.106   0.136  23.639  -0.109 -76.0033274904   0.0030997017 000.9808292608 594112.04110127 4137112.0696889      -22.113 1554925513.00      -32.662       10.548
  0.430  -0.568  -0.749   0.014  23.259  -0.082 -75.8559627455   0.1035334736 000.6686990427 594089.26744063 4137117.5878991      -22.202 1554925514.00      -32.662       10.460
  0.458  -0.259   0.249   0.116  22.872  -0.055 -76.3223389316   0.0878115117 000.3262077911 594066.84651478 4137123.0005657      -22.228 1554925515.00      -32.662       10.434
 -0.528  -0.338  -0.104   0.025  22.550  -0.055 -76.3036891554   0.1547100638 000.0558175484 594044.73466485 4137128.1780610      -22.302 1554925516.00      -32.662       10.360
 -0.176  -0.210  -0.334   0.069  22.331  -0.092 -76.0607493207   0.1213410019 000.3898519430 594022.91471529 4137133.3355835      -22.366 1554925517.00      -32.662       10.296
  0.168  -0.307  -0.405   0.052  22.018  -0.138 -75.9941601657   0.1440301305 000.3654783184 594001.36668656 4137138.5131361      -22.410 1554925518.00      -32.662       10.252
  0.090  -0.376   0.210   0.090  21.675  -0.091 -76.2475965872   0.0375745722 000.6443597956 593980.14035441 4137143.5940908      -22.444 1554925519.00      -32.662       10.218
  0.149   0.454  -0.899   0.028  21.493  -0.105 -76.2230453457   0.1304453012 000.4106388518 593959.16895752 4137148.5496133      -22.498 1554925520.00      -32.662       10.164
 -0.950  -0.372   0.551   0.111  21.245  -0.105 -76.2901272444   0.1045705272 000.7387660515 593938.36478279 4137153.4735326      -22.567 1554925521.00      -32.662       10.095
  0.363  -0.180  -1.065   0.036  21.029  -0.099 -76.2260877516   0.2783199786 000.9887647262 593917.81606402 4137158.3245056      -22.638 1554925522.00      -32.663       10.025
  0.157   0.359  -0.442   0.036  21.022  -0.127 -75.8125268151   0.0448797841 000.9853613569 593897.39561568 4137163.2238373      -22.691 1554925523.00      -32.663        9.972
 -0.486   0.557   1.032   0.165  21.352  -0.208 -76.0651267182   0.2640418703 001.3199400614 593876.83922550 4137168.2705040      -22.769 1554925524.00      -32.663        9.894
  1.083   0.047  -0.003   0.161  21.652  -0.129 -76.4551390894   0.1224811879 000.8811231452 593855.93808065 4137173.2296436      -22.811 1554925525.00      -32.663        9.852
  0.320   0.278  -0.425   0.062  21.892  -0.093 -76.3681698256   0.1769064488 000.7721752205 593834.73738160 4137178.2074973      -22.853 1554925526.00      -32.663        9.810
 -1.239   0.403   0.058   0.122  22.152  -0.119 -76.8030734400   0.2573955599 000.8287376140 593813.29270047 4137183.1926899      -22.878 1554925527.00      -32.663        9.785
 -0.859   0.155   0.004   0.054  22.368  -0.133 -76.8443264013   0.2886905147 000.4550029738 593791.58878687 4137188.1078239      -22.881 1554925528.00      -32.663        9.782
 -0.556   0.103  -0.022   0.059  22.608  -0.093 -76.6860983766  -0.1444655785 000.3981426423 593769.68221562 4137193.0964930      -22.868 1554925529.00      -32.663        9.795
 -0.119  -0.293   0.307   0.069  22.851  -0.185 -76.7038256908   0.1390625865 000.3577834952 593747.52995902 4137198.1659322      -22.959 1554925530.00      -32.663        9.704
 -0.389   0.239  -0.780   0.113  23.025  -0.104 -76.5657084847   0.2390208034 000.4427416770 593725.18763496 4137203.3077931      -22.996 1554925531.00      -32.663        9.668
 -0.275   0.162   0.439   0.109  23.152  -0.198 -76.7862857766   0.3583392642 000.2018587608 593702.69570318 4137208.4749862      -22.995 1554925532.00      -32.664        9.668
  1.530   0.234  -0.056   0.131  23.300  -0.113 -76.8250406419   0.3606368250 000.4112404575 593680.05802826 4137213.5929285      -22.955 1554925533.00      -32.664        9.709
  0.096  -0.230   0.203   0.066  23.400  -0.036 -76.6643431691   0.5435536011 000.1143623759 593657.28121390 4137218.7611986      -22.829 1554925534.00      -32.664        9.835
 -1.296   0.110  -0.304   0.065  23.579  -0.090 -76.2075353782   0.2961790730 000.3422162319 593634.39888094 4137224.0693364      -22.770 1554925535.00      -32.664        9.894
  0.634  -0.145   0.334   0.114  23.641  -0.115 -76.2789030012   0.3677586904 000.1258329910 593611.41339322 4137229.5110485      -22.741 1554925536.00      -32.664        9.923
  0.544  -0.031  -0.489   0.076  23.599  -0.161 -76.4839359481   0.3417865135 000.0349618847 593588.43015821 4137234.8963518      -22.686 1554925537.00      -32.664        9.978
 -0.195  -0.078  -0.714   0.091  23.523  -0.113 -76.9573194081   0.6021442652 000.5973314197 593565.47154843 4137240.1383243      -22.628 1554925538.00      -32.664       10.036
  0.117   0.102   0.158   0.064  23.491  -0.096 -77.1662828455   0.7832734130 000.2194714834 593542.51158246 4137245.2223932      -22.500 1554925539.00      -32.664       10.164
  0.454   0.190   0.520   0.061  23.464  -0.172 -76.7053325698   0.7734070798 000.4279135293 593519.61132482 4137250.3041722      -22.309 1554925540.00      -32.664       10.355
  0.199  -0.000   0.098   0.126  23.411  -0.118 -76.8853501794   0.6025338765 000.7215658585 593496.78908740 4137255.5068156      -22.099 1554925541.00      -32.664       10.565
 -0.286   0.429  -0.229   0.043  23.402  -0.098 -77.0662386849   0.4995447128 000.5951656393 593473.95852330 4137260.6007560      -21.980 1554925542.00      -32.665       10.685
 -0.198  -0.105  -0.202  -0.026  23.471  -0.104 -76.5768754321   0.2679895495 000.7142319987 593451.10047370 4137265.7395869      -21.957 1554925543.00      -32.665       10.708
  0.264   0.244  -0.360   0.071  23.561  -0.132 -76.5570339036  -0.1101511361 000.5872989287 593428.19323041 4137271.0285986      -22.033 1554925544.00      -32.665       10.632
 -0.319  -0.076  -0.766   0.134  23.565  -0.093 -76.6544138105  -0.4991207241 000.5899975600 593405.24620252 4137276.3231772      -22.216 1554925545.00      -32.665       10.449
 -0.028   0.556  -0.353   0.023  23.499  -0.175 -76.3309504873  -0.5766762912 000.1155197507 593382.33250687 4137281.6280343      -22.533 1554925546.00      -32.665       10.132
 -0.879   0.104   0.206   0.126  23.590  -0.067 -76.5141136352  -0.9183654019 000.9138046579 593359.42987826 4137286.9782674      -22.935 1554925547.00      -32.665        9.730
 -0.802   0.054  -0.710   0.024  23.778  -0.108 -76.4118750463  -1.3196192050 000.3884481964 593336.38098252 4137292.3574233      -23.488 1554925548.00      -32.665        9.177
  0.129   0.259  -1.184   0.083  23.981  -0.174 -76.2571248754  -1.2345177837 000.5892240669 593313.14560365 4137297.7983999      -24.119 1554925549.00      -32.665        8.546
 -0.176   0.354   0.157   0.134  24.164  -0.124 -76.1971247351  -1.3963898200 000.8758748518 593289.75357693 4137303.3436327      -24.763 1554925550.00      -32.665        7.902
  0.804  -0.247   0.392   0.184  24.181  -0.103 -76.1858833031  -1.4309792821 001.0406517841 593266.22777927 4137308.9760609      -25.484 1554925551.00      -32.665        7.182
  0.030  -0.242  -0.040   0.150  24.048  -0.075 -76.2948025800  -0.9783999197 001.1055392544 593242.77635097 4137314.5821043      -26.115 1554925552.00      -32.665        6.550
  0.236  -0.313   0.007   0.042  23.942  -0.168 -76.2598005883  -0.8731762206 000.9767727196 593219.46161259 4137320.0870352      -26.616 1554925553.00      -32.666        6.050
  0.425   0.145   0.103   0.178  23.849  -0.133 -76.1595157854  -0.1355503552 001.1114120718 593196.22572598 4137325.6478555      -26.901 1554925554.00      -32.666        5.764
  0.265  -0.109   0.175   0.125  23.730  -0.149 -76.5201526104   0.2626954195 000.3440554264 593173.08074256 4137331.1447624      -26.992 1554925555.00      -32.666        5.674
 -0.703   0.078  -0.073   0.050  23.533  -0.079 -76.7252084757   0.8246352362 000.0018964903 593150.05519158 4137336.4583761      -26.893 1554925556.00      -32.666        5.773
 -0.114  -0.072   0.164   0.097  23.480  -0.109 -76.5541347372   1.3170695428 000.3920922079 593127.14418166 4137341.6924569      -26.607 1554925557.00      -32.666        6.059
  0.361   0.448  -0.380   0.052  23.447  -0.168 -76.2068019922   1.7950309355 000.8109358153 593104.30779444 4137347.0122201      -26.105 1554925558.00      -32.666        6.561
 -0.704  -0.623  -0.434   0.098  23.275  -0.055 -75.9198017031   1.9597333833 000.5224343768 593081.57973596 4137352.5077811      -25.473 1554925559.00      -32.666        7.193
 -0.556  -0.301  -1.095   0.139  22.904  -0.148 -76.1180336410   1.8515990586 000.5025355525 593059.14888526 4137357.9543072      -24.809 1554925560.00      -32.666        7.857
  0.147  -0.191  -0.423   0.121  22.591  -0.044 -76.3954368871   1.6189610051 000.5844341398 593037.03350809 4137363.2173763      -24.226 1554925561.00      -32.666        8.440
 -0.614  -0.033  -0.716   0.093  22.493  -0.093 -76.4874825569   1.2769567676 000.4999572425 593015.09923829 4137368.3243693      -23.760 1554925562.00      -32.666        8.906
  0.014   0.273  -0.241   0.007  22.546  -0.122 -76.1136906209   0.9159016834 000.2879685878 592993.19799419 4137373.4605067      -23.395 1554925563.00      -32.666        9.271
 -0.126   0.296   0.339   0.133  22.663  -0.084 -76.6821449678   0.7274444054 000.3152814859 592971.21960000 4137378.6418062      -23.142 1554925564.00      -32.666        9.525
 -0.006   0.320   0.456   0.029  22.840  -0.141 -76.0330067042   0.5918825911 000.2247426951 592949.06505545 4137383.7922577      -22.999 1554925565.00      -32.667        9.668
 -0.063   0.425  -1.109   0.070  23.030  -0.095 -76.2206102751   0.2223821090 000.2013602875 592926.76941995 4137389.1264413      -22.926 1554925566.00      -32.667        9.741
 -0.435   0.037  -0.842   0.037  23.274  -0.063 -76.0734002288   0.2019962707 000.2516659819 592904.23943284 4137394.4948654      -22.941 1554925567.00      -32.667        9.726
 -0.145   0.068  -0.138   0.010  23.484  -0.085 -75.9565512160   0.1914824951 -00.1224525400 592881.49142132 4137399.9295461      -22.969 1554925568.00      -32.667        9.698
 -0.131   0.111   0.841   0.062  23.568  -0.159 -75.5635136277   0.2496377113 000.2844334382 592858.63726609 4137405.5063507      -22.985 1554925569.00      -32.667        9.682
 -0.739   0.136   0.142   0.124  23.607  -0.097 -75.8026089156   0.3308773971 000.3581960248 592835.75829707 4137411.2015840      -23.009 1554925570.00      -32.667        9.658
  0.705  -0.386   1.353  -0.021  23.644  -0.088 -75.5077992117   0.2618417124 -00.1493128014 592812.82584323 4137416.8311276      -23.041 1554925571.00      -32.667        9.626
 -0.400   0.036   0.146   0.022  23.695  -0.134 -75.2170575082   0.2033198032 000.3130526801 592789.88254743 4137422.6090154      -23.051 1554925572.00      -32.667        9.616
  0.018  -0.130  -0.197   0.104  23.519  -0.088 -75.4356351774   0.1501206719 000.2197923398 592766.96902152 4137428.4316835      -23.070 1554925573.00      -32.667        9.598
  0.244  -0.393  -0.676  -0.024  23.119  -0.032 -75.1435642118  -0.0386288145 000.2588852502 592744.36155601 4137434.1199945      -23.076 1554925574.00      -32.667        9.592
  0.201  -0.499  -0.532   0.088  22.768  -0.045 -74.8506051616   0.0341081775 000.6566783882 592722.15007055 4137439.8659612      -23.141 1554925575.00      -32.667        9.526
  0.262  -0.395  -0.254   0.076  22.420  -0.039 -74.9332657827   0.1433712291 000.8398358065 592700.28866070 4137445.6018219      -23.164 1554925576.00      -32.667        9.504
 -0.549   0.229  -0.599   0.001  22.296  -0.134 -74.3110450763   0.1493700972 000.4976367634 592678.70015441 4137451.3281716      -23.171 1554925577.00      -32.668        9.496
 -2.105   0.095   0.088   0.140  22.327  -0.032 -74.2361824108   0.1594942614 000.9923514420 592657.21944381 4137457.2238109      -23.214 1554925578.00      -32.668        9.454
  0.379   0.221  -0.205   0.107  22.649  -0.117 -74.2210563250   0.1722941386 000.7529467569 592635.54143489 4137463.1954973      -23.233 1554925579.00      -32.668        9.435
 -0.090   0.191   0.017   0.066  22.936  -0.092 -73.6705298276   0.2171223565 000.7444383336 592613.58238684 4137469.2918417      -23.244 1554925580.00      -32.668        9.424
 -0.029  -0.064   0.601   0.069  23.218  -0.063 -72.9648062521   0.1351206368 000.7627328760 592591.42187217 4137475.7202691      -23.257 1554925581.00      -32.668        9.411
 -0.112   0.122  -0.353   0.112  23.459  -0.083 -72.6995898184   0.3124109674 001.0779742549 592569.06111555 4137482.4519198      -23.290 1554925582.00      -32.668        9.378
  0.384  -0.102  -0.436   0.050  23.535  -0.159 -72.2006982774   0.1748552599 000.4378600766 592546.59258602 4137489.3389270      -23.280 1554925583.00      -32.668        9.388
