000029.900007,0000,3880,-038.409,-003.366,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.5,00.0,0.00*50
000030.000007,0000,6080,-038.410,-003.363,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.5,00.0,0.00*51
000030.100007,0000,D880,-038.426,-003.362,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.5,00.0,0.00*2E
000030.200007,0000,8880,-038.440,-003.364,+000.858,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5A
000030.300007,0000,F880,-038.438,-003.359,+000.860,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*2F
000030.400007,0000,D080,-038.447,-003.366,+000.857,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*22
000030.500007,0000,D880,-038.449,-003.361,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*23
000030.600007,0000,C080,-038.451,-003.360,+000.853,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*22
000030.700007,0000,8080,-038.456,-003.360,+000.858,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*54
000030.800007,0000,B880,-038.455,-003.359,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*2E
000030.900007,0000,7880,-038.459,-003.364,+000.857,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*59
000031.000007,0000,7080,-038.464,-003.362,+000.856,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*50
000031.100007,0000,2880,-038.528,-003.361,+000.858,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*58
000031.200007,0000,4880,-038.510,-003.363,+000.860,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5F
000031.300007,0000,5080,-038.512,-003.367,+000.858,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5A
000031.400007,0000,1880,-038.547,-003.334,+000.889,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.7,00.0,0.00*5A
000031.500007,0000,5880,-038.528,-003.326,+000.883,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5E
000031.600007,0000,2080,-038.513,-003.330,+000.884,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5A
000031.700007,0000,4880,-038.500,-003.334,+000.889,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*5E
000031.800007,0000,6080,-038.515,-003.315,+000.883,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*56
000031.900007,0000,8080,-038.511,-003.340,+000.886,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*58
000032.000007,0000,B080,-038.497,-003.317,+000.889,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*2A
000032.100007,0000,F880,-038.493,-003.326,+000.884,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*2C
000032.200007,0000,D880,-038.502,-003.329,+000.886,+00.00000000,+000.00000000,+00000.000,+000.000,+000.000,+000.000,128.6,00.0,0.00*29
